지역명,매장명,주소,전화번호,영업시간,서비스,위도,경도
서울,여의도화재보험,서울특별시 영등포구 국제금융로 6길 38,02-6951-1118,07:30 - 21:30,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5213869,126.9260068
서울,역삼,서울특별시 강남구 테헤란로 25길 20,02-501-1554,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5016297,127.0356651
서울,연신내,서울특별시 은평구 연서로 215-1,02-352-1500,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.6179196,126.9195092
서울,연희,서울특별시 서대문구 연희로 93 연희오피스텔,02-333-0388,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 아침메뉴, 단체주문, 시그니처랩",37.5664906,126.9303446
서울,영등포,서울특별시 영등포구 영중로 25,02-2635-5255,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5185178,126.9053415
서울,오류동역,서울 구로구 경인로20길 4,02-6368-3535,07:30 - 22:30,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.4956052,126.8435870
서울,왕십리역,서울특별시 성동구 왕십리로 328,02-2295-1800,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5628294,127.0334187
서울,외대,서울특별시 동대문구 이문로 116  그레이스 힐 타운,070-4137-7702,08:30 - 22:30,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5969784,127.0608230
서울,용산역,서울특별시 용산구 한강대로 69,02-790-2220,07:00 - 23:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5273235,126.9651744
서울,용산전자랜드,서울특별시 용산구 청파로 74 전자랜드 본관 A동 104호,02-706-6227,10:00 - 20:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5327771,126.9596573
서울,은평구청,서울시 은평구 은평로 200-1,02-388-1479,08:00 - 22:00,"아침메뉴, 단체주문, 시그니처랩",37.6009716,126.9300175
서울,을지로3가,서울특별시 중구 을지로 103-1,02-2275-9890,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5664342,126.9894336
서울,을지로입구,서울특별시 중구 남대문로 112,02-730-8777,07:30 - 21:30,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5671379,126.9830113
서울,응암,서울특별시 은평구 은평로 108 101호,02-357-1479,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5997236,126.9198793
서울,이대,서울 서대문구 이화여대길 34  1층,02-364-8870,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 아침메뉴, 단체주문, 시그니처랩",37.5584288,126.9459565
서울,이수역,서울시 동작구 동작대로 119-1,02-599-1014,00:00 - 24:00,"24시간, APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.4873701,126.9819014
서울,이태원역,서울특별시 용산구 이태원로 189,02-790-1014,00:00 - 24:00,"24시간, APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5348461,126.9949108
서울,잠실새내역,서울특별시 송파구 올림픽로 130,02-425-5582,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5113788,127.0849952
서울,잠실역,서울특별시 송파구 올림픽로 293-19,02-2202-1300,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5151330,127.1024990
서울,장안사거리,서울특별시 동대문구 답십리로 293,02-3390-4970,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5724843,127.0730483
서울,장위뉴타운,서울 성북구 돌곶이로40길 46 꿈의숲 아이파크 717동 상가,02-941-0678,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.6186754,127.0479889
서울,정동,서울특별시 중구 새문안로 30,02-737-0808,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5678511,126.9690639
서울,정릉,서울 성북구 보국문로 40,02-6498-8889,08:00 - 22:30,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 그릴드랩",37.6081328,127.0102627
서울,종로,서울특별시 종로구 종로 77 통일빌딩,02-737-0034,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5704289,126.9860464
서울,종로5가,서울특별시 종로구 종로 213-1,02-766-7537,08:00 - 22:00,"APP-패스트썹, 아침메뉴, 단체주문, 시그니처랩",37.5711861,127.0015313
서울,종암,서울 성북구 종암로 110,02-909-0501,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.6000941,127.0343406
서울,중계은행사거리,서울특별시 노원구 한글비석로 269,02-952-2266,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 아침메뉴, 시그니처랩",37.6517265,127.0768035
서울,중곡역,서울시 광진구 중곡동 30-80,02-456-9665,07:30 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5649432,127.0846011
서울,중랑역,서울특별시 중랑구 망우로 203,02-437-7300,08:30 - 23:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5939790,127.0748050
서울,중앙대,서울특별시 동작구 흑석로 79,02-815-6429,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문",37.5070302,126.9584326
서울,증미역,서울 강서구 양천로 570,02-2013-5678,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5567284,126.8620105
서울,창동역,서울 도봉구 마들로13길 61,02-6958-7081,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.6544068,127.0497957
서울,천호,서울특별시 강동구 올림픽로 664,02-485-1077,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5406109,127.1249414
서울,천호역,서울 강동구 천호대로 1012,02-483-1079,08:00 - 22:30,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5381091,127.1242277
서울,청량리역사,서울특별시 동대문구 왕산로 214,02-3707-1367,07:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5841971,127.0511390
서울,충무로,서울 중구 퇴계로 197,010-5100-0476,07:30 - 22:30,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5614333,126.9939069
서울,충정로,서울특별시 서대문구 충정로 23 풍산빌딩 지하 2층,02-393-8609,07:30 - 21:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문",37.5611475,126.9629441
서울,테헤란로,서울특별시 강남구 테헤란로 314 지하1층,02-555-1014,00:00 - 24:00,"24시간, APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 그릴드랩",37.5029823,127.0452391
서울,포이사거리,서울특별시 강남구 논현로 84 1층,02-522-5777,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.4775446,127.0452854
서울,학동역,서울 강남구 학동로 171,02-515-1014,00:00 - 24:00,"24시간, APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 그릴드랩",37.5140539,127.0295704
서울,한남,서울특별시 용산구 대사관로 63,02-790-2286,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5334811,127.0052868
서울,한성대,서울특별시 성북구 동소문로 10,02-744-4949,08:00 - 22:00,"아침메뉴, 단체주문, 시그니처랩",37.5887382,127.0073399
서울,한양대,서울특별시 성동구 마조로11,02-2299-3555,08:30 - 22:30,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5588737,127.0406513
서울,합정역메세나폴리스,서울특별시 마포구 양화로 45 메세나폴리스,02-384-9890,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5510463,126.9137390
서울,홍대,서울특별시 마포구 홍익로 10,02-324-6688,09:00 - 23:00,"APP-패스트썹, 아침메뉴, 단체주문, 시그니처랩",37.5538000,126.9237000
서울,홍대아트,서울특별시 마포구 와우산로 117 102호,02-336-0522,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5534367,126.9264418
서울,홍익대,서울특별시 마포구 홍익로 3,-,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문",37.5529568,126.9238913
서울,홍제,서울특별시 서대문구 통일로 432-1,02-736-6535,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5878144,126.9457401
서울,화곡역,서울특별시 강서구 강서로 159-1,02-2603-5353,08:00 - 22:00,"APP-홈썹, 아침메뉴, 단체주문, 시그니처랩",37.5410025,126.8406262
서울,회현,서울특별시 중구 소공로 35   남산롯데캐슬아이리스,02-3789-6467,08:00 - 21:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5581967,126.9821196
부산,부산W스퀘어,"부산광역시 남구 분포로 145 스퀘어동  1055, 1056호 (용호동, 더블유)",070-8648-3439,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",0800,2200
부산,부산개금,부산광역시 부산진구 가야대로 486 해동빌딩 1층,051-892-0929,08:00 - 22:30,"APP-패스트썹, 아침메뉴, 단체주문, 그릴드랩",35.1528642,129.0251966
부산,부산경성대,부산광역시 남구 수영로 325번길 12,051-625-5617,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1392279,129.1021071
부산,부산광복,부산광역시 중구 광복중앙로 3-1,051-246-7789,08:00 - 22:00,"아침메뉴, 시그니처랩",35.0996252,129.0310588
부산,부산광안비치,부산광역시 수영구 광안해변로 239,051-757-2232,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1547779,129.1201080
부산,부산기장메가마트,부산광역시 기장군 일광읍 기장대로 673 메가마트 1층,051-724-7750,10:00 - 21:00,"주차가능, 아침메뉴, 단체주문, 시그니처랩",35.2546886,129.2218574
부산,부산기장신세계프리미엄아울렛,부산광역시 기장군 장안읍 정관로 1133 지하2층 554호,051-727-5914,11:00 - 21:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.3238110,129.2349663
부산,부산남천,부산광역시 수영구 수영로 462,051-612-2231,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1469663,129.1105982
부산,부산당감,부산광역시 부산진구 동평로 98 1층,051-892-3731,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1654602,129.0401651
부산,부산대,부산광역시 금정구 부산대학로 48,051-513-3331,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.2314360,129.0860738
부산,부산대역,부산광역시 금정구 금정로 60번길 40,051-517-3331,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.2293075,129.0883798
부산,부산대연,부산광역시 남구 수영로 246,051-612-7976,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1349657,129.0934908
부산,부산덕천,부산광역시 북구 덕천1길 22,051-337-0217,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.2097404,129.0067684
부산,부산동래,부산 동래구 명륜로129번길 20 1층,051-555-1230,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.2054783,129.0812907
부산,부산동아대,부산광역시 사하구 낙동대로 542,070-8876-6040,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1125820,128.9647000
부산,부산동의대,부산광역시 부산진구 엄광로 176 1층 국제관,051-890-3366,10:00 - 19:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1418304,129.0346150
부산,부산롯데백화점광복,부산시 중구 중앙대로2 4층,051-678-3430,10:30 - 20:00,"아침메뉴, 단체주문, 그릴드랩",35.0983052,129.0367023
부산,부산명륜,부산광역시 동래구 명륜로 187번길 49,051-558-3210,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.2110187,129.0800052
부산,부산명지,부산광역시 강서구 명지오션시티4로 61,051-203-6767,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.0835222,128.9039059
부산,부산명지국제신도시,부산광역시 강서구 명지국제8로 264,051-292-2588,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.0975725,128.9215060
부산,부산반여,부산광역시 해운대구 선수촌로 75 1층,051-783-6384,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.2005712,129.1190288
부산,부산법원,부산광역시 연제구 법원로 32번길 18 1층 101-1호,051-507-1230,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1910763,129.0748852
부산,부산부경대,부산광역시 남구 용소로 24,051-611-5617,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1351734,129.1005653
부산,부산부민,부산광역시 서구 구덕로 226번길 3,051-254-6383,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1048974,129.0202600
부산,부산사상,부산광역시 사상구 사상로 211,051-900-5226,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1639823,128.9834125
부산,부산서면,부산광역시 부산진구 중앙대로 690,051-802-9404,08:00 - 22:30,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1542706,129.0594194
부산,부산서면동천로,부산광역시 부산진구 동천로 71,051-817-1232,08:00 - 22:30,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1550825,129.0621101
부산,부산서면롯데,부산광역시 부산진구 가야대로 784번길 23,051-809-8337,07:00 - 23:00,"아침메뉴, 단체주문, 시그니처랩",35.1564135,129.0573133
부산,부산센텀,부산광역시 해운대구 센텀5로 55,051-741-6777,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1729683,129.1315739
부산,부산시청,부산광역시 연제구 중앙대로 1043,051-868-4140,08:00 - 22:30,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1817620,129.0778309
부산,부산안락,"부산광역시 동래구 안연로 68 1층(안락동, 미니빌딩)",070-7537-2880,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문",2200,35.1934949
부산,부산양정,부산광역시 부산진구 양지로 4,051-868-7937,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1700124,129.0693258
부산,부산역,부산광역시 동구 중앙대로 206,070-4090-3721,09:00 - 19:00,"주차가능, 아침메뉴, 시그니처랩",35.1176012,129.0450579
부산,부산연산,부산광역시 연제구 중앙대로 1116 1층,070-7699-1544,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1873043,129.0816474
부산,부산연산트레이더스,부산 연제구 좌수영로 241,051-751-1005,10:00 - 21:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1851208,129.1119643
부산,부산영도,부산광역시 영도구 태종로 107,051-417-7852,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.0913194,129.0427460
부산,부산장전역,부산광역시 금정구 중앙대로 1719번길 30,051-704-3535,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.2379151,129.0904834
부산,부산정관,부산광역시 기장군 정관읍 정관로 565,051-727-9900,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.3218137,129.1759771
부산,부산좌동,부산광역시 해운대구 해운대로 794 엘리움 빌딩 104호,051-731-7717,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1688150,129.1757451
부산,부산주례,부산광역시 사상구 가야대로 366번길 43,051-312-1588,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1491088,129.0129146
부산,부산중앙,부산광역시 중구 중앙대로 102,051-462-6200,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1067073,129.0365264
부산,부산진역,부산광역시 동구 중앙대로 365,051-441-3650,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1285356,129.0480043
부산,부산토곡,부산광역시 연제구 과정로 237번길 119,051-753-6005,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1846955,129.1069570
부산,부산하단아트몰링,"부산시 사하구 낙동남로1413 지하 1층(하단동, 아트몰링)",051-999-7301,10:00 - 22:00,"주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",2200,35.1067550
부산,부산해운대비치,부산광역시 해운대구 구남로 42-1,051-731-2234,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1603201,129.1613113
부산,부산홈플러스아시아드,부산광역시 연제구 종합운동장로 7,051-506-0122,10:00 - 22:00,"주차가능, 아침메뉴, 단체주문, 시그니처랩",35.1912669,129.0620200
부산,부산화명,부산광역시 북구 화명신도시로 130,051-361-1015,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.2355259,129.0112965
대구,경산대구대,"경상북도 경산시 진량읍 대구대로 201  1층 1114호(대구대경산캠퍼스23, 과학관)",053-856-7073,08:00 - 20:00,"APP-패스트썹, 주차가능, 아침메뉴, 단체주문, 시그니처랩",2000,35.9010490
대구,대구경북대북문,대구광역시 북구 대학로 87,053-951-7802,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8930527,128.6094521
대구,대구계대동문,대구광역시 달서구 계대동문로 9,053-593-5050,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8558144,128.4932870
대구,대구광장,대구광역시 서구 달구벌대로 1689,053-573-3030,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8555130,128.5501843
대구,대구교대,대구광역시 남구 중앙대로 243,053-622-6348,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 그릴드랩",35.8551455,128.5902502
대구,대구다사,대구광역시 달성군 다사읍 달구벌대로 855,070-4143-6238,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8596945,128.4637583
대구,대구동대구,대구 동구 동부로 158,053-742-0242,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 그릴드랩",35.8770821,128.6296004
대구,대구동성로,대구광역시 중구 국채보상로 598,053-255-6841,07:00 - 23:59,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8705269,128.5960431
대구,대구동성로2호,대구광역시 중구 동성로 6길 42,053-253-7801,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8685509,128.5975821
대구,대구동촌DT,대구 동구 해동로 259,070-8851-0101,00:00 - 24:00,"24시간, APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, Drive Thru, 단체주문, 시그니처랩",35.8840400,128.6566514
대구,대구반월당,대구광역시 중구 달구벌대로 2076,070-4122-0077,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 그릴드랩",35.8656764,128.5906437
대구,대구범어,대구광역시 수성구 동대구로 389,070-4135-7070,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8652571,128.6262868
대구,대구상인역,대구 달서구 월배로 222  1층,053-643-0013,08:00 - 23:00,"배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8186491,128.5377641
대구,대구서부정류장,대구광역시 달서구 월배로 487,070-7617-2525,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8364451,128.5562662
대구,대구수성구청역,대구광역시 수성구 달구벌대로 2513,053-744-3688,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8592288,128.6375870
대구,대구시지,대구광역시 수성구 달구벌대로 3201,070-4146-0154,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 그릴드랩",35.8405818,128.7070720
대구,대구영대병원역,대구광역시 남구 대명로 287 1,053-657-6663,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8440364,128.5873304
대구,대구월성,대구광역시 달서구 조암로 9,053-643-8400,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 그릴드랩",35.8253157,128.5286980
대구,대구율하롯데몰,"대구광역시 동구 안심로 80 1층(율하동, 롯데쇼핑프라자)",053-607-2780,11:00 - 21:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",2100,35.8683955
대구,대구은행역,대구광역시 수성구 달구벌대로 2284,053-759-3787,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.8595768,128.6123426
대구,대구이시아폴리스,대구광역시 동구 팔공로 51길 15-8 1층 103호,053-985-6589,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 그릴드랩",35.9222690,128.6390192
대구,대구죽전,대구광역시 달서구 와룡로 123,053-524-7770,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 그릴드랩",35.8437859,128.5358559
대구,대구지산,대구광역시 수성구 지범로 180 1F,053-782-5761,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 그릴드랩",35.8213136,128.6388937
대구,대구칠곡3지구,대구광역시 북구 학정로 422 1층,070-4246-5154,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.9421816,128.5638582
대구,대구침산,대구광역시 북구 침산남로 157,053-357-7770,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 그릴드랩",35.8880754,128.5930080
대구,대구태전,대구시 북구 칠곡 중앙대로 332,053-325-3024,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.9253348,128.5475870
대구,대구테크노폴리스,대구광역시 달성군 현풍읍 테크노상업로 62,070-8844-1379,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 그릴드랩",35.6931947,128.4563079
대구,대구평리DT,대구 서구 서대구로 111 1층,070-4147-7000,07:00 - 23:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, Drive Thru, 단체주문, 그릴드랩",35.8677716,128.5550611
대구,부산반여,부산광역시 해운대구 선수촌로 75 1층,051-783-6384,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.2005712,129.1190288
대구,부산센텀,부산광역시 해운대구 센텀5로 55,051-741-6777,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1729683,129.1315739
대구,부산좌동,부산광역시 해운대구 해운대로 794 엘리움 빌딩 104호,051-731-7717,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1688150,129.1757451
대구,부산해운대비치,부산광역시 해운대구 구남로 42-1,051-731-2234,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",35.1603201,129.1613113
인천,인천가정중앙,인천광역시 서구 가정로 388,032-576-4906,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5194550,126.6733803
인천,인천갈산,"인천시 부평구 주부토로 236 (인천테크노밸리)u1/154,155호",032-209-1883,07:30 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 배달가능, 아침메뉴, 단체주문, 그릴드랩",2200,37.5158606
인천,인천검단사거리,인천시 서구 완정로 159,032-567-1995,08:00 - 22:00,"주차가능, 배달가능, 아침메뉴, 단체주문, 그릴드랩",37.6015355,126.6584027
인천,인천검단신도시,인천 서구 이음5로 36 더원타워,032-563-3842,08:00 - 23:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5938820,126.7118897
인천,인천계산역,인천광역시 계양구 경명대로 1055,032-547-5550,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 배달가능, 아침메뉴, 단체주문, 시그니처랩",37.5437622,126.7242851
인천,인천계양구청,인천광역시 계양구 계산새로 85,032-551-0886,08:00 - 22:00,"APP-패스트썹, APP-홈썹, 주차가능, 아침메뉴, 단체주문, 시그니처랩",37.5382200,126.7375642
